id,word,variant,homonym_num,part_of_speech,ru_definition
27231,сурус,,2,noun,младший брат (по отношению к старшей сестре)
27232,сурут,,0,verb,"записаться куда-либо (например, в какой-либо кружок)"
27235,суруук,,0,noun,шуруп
27236,сус гын,,0,verb,"поспешно уйти, удалиться с места пребывания, мгновенно исчезнуть"
27237,суһал,,0,adj,"быстрый, стремительный, скорый"
27239,суһаллык,,0,adv,"быстро, стремительно (двигаться)"
27240,суһалсый,,0,verb,"убыстряться, ускоряться"
27242,суһугур,,0,adj,светлосерая (масть лошади)
27248,суһуй,,0,verb,чуть светать
27250,суһук,,0,adj,"светлый, бледный"
27251,суһуктаа,,0,verb,"портить, повреждать поверхность, внешний вид кого-, чего-либо"
27252,суһуктуй,,0,verb,"светать, рассветать"
27254,суһуктут,,0,verb,"портить, искажать вид кого-, чего-либо"
27255,суһум,,0,noun,"мерцание, сияние чего-либо"
27256,суһумнаа,,0,verb,"сверкать, мерцать, переливаться разными цветами"
27258,суһумнас,,2,adj,"переливающийся разными красками, сверкающий"
27260,суһумнат,,2,verb,"спешно ехать, быстро проходить"
27263,суһуох,,0,noun,"девичья, женская коса"
27264,суһуохтаах,,0,adj,имеющий длинную косу
27266,суһурҕас,,0,adj,"издающий шоркающий, ширкающий звук"
27269,сут,,0,noun,голод в неурожайный год
27270,сутаа,,0,verb,"оказаться при смерти от голода, испытывать сильный голод"
27271,сутаакы,,0,adj,"исхудавший, истощённый (о скоте)"
27272,сутаас,,0,noun,сутаж
27275,сут-кураан,,0,noun,голод из-за неурожая в засуху
27276,сут-сутурҕан,,0,noun,"голод, страдания, мучения"
27277,сутуй,,0,verb,заражать кого-либо болезнью
27280,сутука,,0,noun,"легко отделяемая, мягкая кора тальника или молодой ивы, лыко"
27281,сутукалаа,,0,verb,сдирать с дерева лыко или заболонь
27282,сутул,,0,noun,"беда, напасть"
27286,сутурҕаа,,0,verb,"ударить кулаком по чему-либо, кого-либо, сильно толкнуть кулаком кого-, что-либо"
27290,сутурук,,0,noun,"кисть руки со сжатыми пальцами, кулак"
27291,сутуруксут,,0,adj,"любящий махать кулаками, жестокий"
27294,сутуруктааһын,,0,noun,рукоприкладство
27295,сутуруктаах,,0,adj,"физически сильный, мощный"
27298,сутуруктаһыы,,0,noun,драка на кулаках
27299,сутуруо,,1,noun,"предмет традиционной одежды северных народов из меха или замши, покрывающий ноги от бедра до ступни, привязываемый ремешками (сургунах) к натазникам (сыалдьа) или к ремню, наколенники"
27302,сутуур,,0,noun,"впутывание, вовлечение кого-либо во что-либо неприглядное, дурное, совращение"
27303,суу,,0,noun,обёртка
27305,суубурҕат,,0,verb,"производить свистящий звук, всасывая воздух губами"
27308,суугун,,0,noun,"шорох, шелест чего-либо (например, листьев, травы, волн, шёлка и так далее)"
27311,суугунас,,2,adj,"глухой, однообразный, шелестящий (о звуке)"
27315,суугуннан,,0,verb,"издавать шелест, шуршание"
27316,суугун-сааҕын,,0,noun,"громкий гул толпы, гомон"
27317,сууда,,0,noun,ссуда (денежная или вещевая)
27321,суудуна,,0,noun,судно
27322,сууй,,0,verb,"мыть, смывать грязь, очищать что-либо от грязи при помощи воды, умывать"
27324,сууй-сот,,0,verb,"тщательно чистить, мыть кого-, что-либо"
27330,суукка,,0,noun,сутки
27335,суулаа,,0,verb,"обёртывать что-либо чем-либо, заворачивать во что-либо"
27338,сууласпытынан,суулаһан,0,adv,"все вместе, скопом, гурьбой (делать что-либо)"
27341,сууллар,,0,verb,"повалить, уронить на землю"
27344,сууллары,,0,adv,"так, чтобы кто-что-либо повалился на землю, опрокинулся (ударить, толкнуть)"
27348,суулластыгас,,0,adj,обваливающийся
27352,суулун,,2,verb,"падать сверху, валиться с ног"
27353,суума,,1,noun,"определённое количество денег, денежная сумма"
27355,суумалаа,,0,verb,"выводить общую сумму, суммировать"
27357,суумка,,1,noun,сумка
27367,суун-сотун,,0,verb,"тщательно, старательно помыться"
27368,суун-тараан,,0,verb,"тщательно приводить себя в порядок, прихорашиваться"
27369,суурадаһын,,0,noun,раствор
27370,суурай,,0,verb,"растворять что-либо в какой-либо жидкости (например, в воде), разбавлять что-либо чем-либо"
27374,сууралаа,,0,verb,"тереть что-либо о что-либо, потирать что-либо чем-либо"
27377,суураллымтыа,,0,adj,"легко, быстро растворимый"
27379,сууралхай,,0,adj,"сыпучий, мелкий (о песке, камне)"
27385,суус,,0,noun,"наждачная бумага, наждак"
27388,сууска,,0,noun,сушка
27389,суускайдаа,,0,verb,"тереть, шоркать, очищать какую-либо поверхность, шоркая по ней чем-либо"
27390,суустаа,,0,verb,"подтрунивать, насмехаться, язвить, издеваться над кем-либо"
27392,суустаах,,0,adj,"шутливое, насмешливое, язвительное, издевательское (о слове)"
27396,сууһан,,0,verb,"быть уничтоженным, гибнуть"
27397,сууһар,,0,verb,"валить, убивать в большом количестве (об охоте), сразить наповал"
27402,сууһарыылаах,,0,adj,"обладающий большой убойной, сразящей силой (об оружии), страшный"
27403,сууһарыылаахтык,,0,adv,"так, чтоб сразить наповал, до победы (биться, драться)"
27404,суут,,0,noun,суд (государственный орган)
27405,суут-сокуон,,0,noun,правосудие
27406,сууттаа,,0,verb,"рассматривать дело в судебном порядке, судить"
27409,сууттанааччы,,0,noun,подсудимый
27410,сууттас,,0,verb,"обращаться в суд, судиться с кем-либо"
27411,сууттат,,0,verb,подать на кого-либо в суд
27413,суухара,,0,noun,сухари
27414,сууххай,,1,verb,"протереть, растереть что-либо твёрдое чем-либо, до образования углубления или отверстия"
27415,сууххай,,2,adj,"быстрый, проворный (о движении)"
27416,сууххайдык,,0,adv,"быстро, проворно"
27418,сууххамсый,,0,verb,"быстро завершаться, иметь высокий темп (о какой-либо работе)"
27419,суха,,0,noun,соха (пахотное орудие)
27420,сухалаа,,0,verb,пахать сохой
27422,сүбүгүн,,0,adv,"сегодня же, не откладывая, только что, совсем недавно"
27423,сүбүгүҥҥү,,0,adj,"сегодняшний, нынешний"
27424,сүбүөкүлэ,,0,noun,свекла
27425,сүбэ,,0,noun,"совет, назидание"
27426,сүбэ-ама,,0,noun,"добрый совет, наставление"
27428,сүбэлэс,,0,verb,"советоваться, совещаться с кем-либо о чём-либо"
27431,сүбэлэһэн,,0,adv,"согласованно, слаженно"
27432,сүбэлэт,,0,verb,"просить, получать у кого-либо совет, наставление"
27433,сүбэлээ,,0,verb,"давать совет, наставлять, подсказывать"
27434,сүбэлээх,,0,noun,"самый большой умелец, умница"
27435,сүбэнэн,,0,adv,"по обоюдному согласию, по взаимному соглашению, мирно"
27437,сүбэһит,,0,noun,"советчик, наставник"
27438,сүбэһит-амаһыт,,0,noun,советчик
27439,сүбэ-таҥха,,0,noun,"доброе слово, словесная поддержка, совет"
27445,сүгүлээн,,0,noun,"беспорядок, хаос, шум-гам, волнение"
27447,сүгүн,,2,adv,"спокойно, тихо, свободно (жить, что-либо делать)"
27448,сүгүн,,3,interj,"выражает требование прекратить что-либо, призыв к порядку"
27449,сүгүн дьүгээр,,0,adv,"без сопротивления, легко, беспрепятственно, свободно (с отрицательной формой гл.)"
27450,сүгүн-саҕын,,0,adv,"без утайки, открыто, прямо, основательно, подробно (рассказывать, говорить – с отрицательной формой глагола)"
27451,сүгүннэр,,0,verb,приводить в дом невесту (о женихе)
27452,сүгүннээ,,0,verb,"вести себя смирно, тихо, никому ни в чём не мешать, относиться дружелюбно (употребляется преимущество в отрицательной форме). –"
27454,сүгүрүй,,0,verb,"кланяться, делать поклон кому-либо в знак приветствия, прощания или почтения, благодарности"
27457,сүгүрүйүмтүө,,0,adj,"особо почитающий что-либо, преклоняющийся перед чем-либо"
27458,сүгүрүйүү,,0,noun,"поклонение, почитание, верование"
27459,сүгүрүйээччи,,0,noun,"поклонник какого-либо божества, верующий"
27470,сүгүүлэн,,0,verb,иметь ношу на спине
27471,сүгэ,,0,noun,топор
27473,сүгэлэн,,0,verb,"брать в руки топор, делать что-либо при помощи топора"
27474,сүгэлээ,,0,verb,"давать кому-либо топор, наделять, снабжать топором"
27475,сүгэһэр,,0,noun,"приспособление для ношения тяжёлых вещей на спине, сума"
27476,сүгэһэрдэн,,0,verb,"взвалить какую-либо ношу на спину, иметь ношу за спиной"
27477,сүгэһэрдээ,,0,verb,взваливать на кого-либо ношу
27478,сүгэһэрдьит,,0,noun,"грузчик, носильщик. –"
27479,сүдү,,0,adj,"выдающийся, почтенный, великий"
27481,сүдүрүүн,,0,noun,"влага, оставшаяся на деревьях или на траве от ночной росы или после дождя"
27483,сүдүрүүннээх,,0,adj,"влажный, сочный"
27484,сүдүтүй,,0,verb,"казаться огромным, громадным"
27488,сүдьүй,,0,verb,"припадать на одну ногу, прихрамывать"
27493,сүк,,0,verb,"класть, взваливать, сажать кого-, что-либо на спину"
27495,сүксүй,,0,verb,"нарушать чей-либо покой, тревожить, беспокоить кого-либо"
27497,сүксүһүннэр,,0,verb,класть что-либо одно на другое
27498,сүксүһүннэри,,0,adv,"так, чтобы что-либо одно оказалось на другом чем-либо (положить)"
27502,сүл,,1,verb,"сдирать, обдирать, снимать шкуру с убитого зверя, с забитой скотины"
27503,сүл,,2,adj,"огромный, сильный"
27504,сүлбэ,,1,noun,"русло, фарватер реки"
27508,сүллүгэс,,0,noun,"деревянная колотушка для размягчения чего-либо твёрдого (например, сухожилий, шкуры)"
27509,сүллүгэстээ,,0,verb,"бить, ударять по чему-либо твёрдому, жесткому чем-либо тяжёлым (например, для размягчения, уплотнения)"
27512,сүллүһүн,,0,verb,"покрываться морщинами, морщиться (обычно о коже на лбу человека)"
27515,сүллэҥнэт,,0,verb,хмурить брови
27521,сүллэстигэс,,0,adj,"нахмуренный, покрытый глубокими складками (о лбе)"
27522,сүллэһин,,0,verb,"хмуриться, мрачнеть (о выражении лица)"
27524,сүллэһиннэри,,0,adv,"хмурясь, угрюмо, мрачно (смотреть)"
27525,сүллэччи,,0,adv,как пузырь (распухнуть)
27528,сүлүмэ,,0,noun,"ядовитый белый порошок, сулема"
27529,сүлүөм,,0,noun,"специальный головной убор из металла или из жесткого материала в виде каски, защищающий голову от ударов, шлем"
27530,сүлүөт,,0,noun,"собрание членов какой-либо организации, слёт"
27534,сүлүстээ,,0,verb,"придавать силу, укреплять кого-, что-либо"
27535,сүлүһүн,,0,noun,"ядовитое вещество, смертельный яд. отрава"
27537,сүлүһүннэн,,0,verb,"становиться ядовитым, токсичным"
27538,сүлүһүннээхтик,,0,adv,"язвительно, ехидно, едко"
27544,сүлүүдэ,,0,noun,слюда
27547,сүлээччи,,0,noun,"тот, кто специализируется на ошкуривании пушного зверя (например, лисы, песца, белки)"
27548,сүмэ,,1,noun,"жидкость, сок, содержащийся в клетках, тканях растений"
27549,сүмэ,,2,noun,млечные протоки в коровьих сосках
27553,сүнньүөх,,1,noun,картечь (пуля)
27554,сүнньүөх,,2,noun,голенная кость лошади
27558,сүҥкэн,,0,adj,"большой, огромный"
27559,сүҥкэнник,,0,adv,очень сильно
27561,сүҥкэннээхэй,,0,adj,"громадный, колоссальный"
27563,сүөгэй,,0,noun,"отделённая густая, жирная часть молока, сметана"
27565,сүөгэйдээ,,0,verb,"сепарировать молоко, чтобы отделить сливки"
27566,сүөдүй,,0,verb,"сильно волноваться, приходить в тревожно-беспокойное состояние"
27570,сүөдэгэр,,0,adj,"очень высокий, долговязый (о человеке)"
27576,сүөдэлин,,0,verb,"выделяться одинокой высокой фигурой, силуэтом (о ком-чём-либо)"
27580,сүөдэҥнээһин,,0,noun,"движения для видимости (чтобы показать, как будто бы занят работой)"
27583,сүөдэстэн,,0,verb,"делать неуклюжие, неловкие движения (о долговязом человеке)"
27584,сүөк,,0,noun,половой член самца крупного скота
27590,сүөкээ,,0,verb,"выливать, высыпать что-либо из чего-либо, опорожнять что-либо"
27592,сүөкээһин,,0,noun,"разгрузка чего-либо (например, машины, корабля)"
27593,сүөл,,0,adj,"заслуживающий порицания, осуждения, предосудительный, неприличный"
27594,сүөллүк,,0,adv,"предосудительно, неприлично (например, выражаться, вести себя)"
27596,сүөлүргэс,,2,adj,"щепетильный, мелочный"
27597,сүөлүргээ,,0,verb,"считать что-либо неприличным, непристойным, предосудительным, осуждать кого-, что-либо"
27598,сүөлүргээбиттии,,0,adv,неодобрительно
27599,сүөлүргээһин,,0,noun,неприятие чего-либо предосудительного
27601,сүөлэҥитик,,0,adv,"густым, хриплым голосом (говорить)"
27602,сүөлэҥэдий,,0,verb,"говорить медленно, веско, низким, хрипловатым, густым голосом"
27603,сүөм,,0,noun,мера длины: пядь (расстояние между концами растянутых большого и указательного пальцев)
27605,сүөр,,0,verb,"развязывать, распутывать что-либо, отвязывать кого-, что-либо"
27606,сүөргү,,0,adj,"неподобающий, неприличный, заслуживающий порицания"
27609,сүөргүлээ,,0,verb,"считать что-либо неприличным, неподобающим, заслуживающим осуждения"
27610,сүөргүлээбиттии,,0,adv,"словно осуждая, порицая (например, смотреть)"
27611,сүөргүтүк,,0,adv,"неприлично, непристойно, предосудительно"
27619,сүөсүһүт,,0,noun,скотовод
27620,сүөһү,,0,noun,домашний скот
27621,сүөһү-ас,,0,noun,"весь домашний скот вместе с молочной и мясной продукцией, получаемой от него"
27622,сүөһүлүү,,0,adv,"как скотину, подобно скоту"
27623,сүөһүлэн,,0,verb,"держать, иметь личный скот"
27626,сүөһүлээ,,0,verb,ухаживать за скотом
27628,сүөһүтүй,,0,verb,"восстановиться, обрести прежний вид (о скоте, который оправился после болезни, истощения)"
27630,сүппэттик,,0,adv,"твёрдо, накрепко, прочно (запоминаться, оседать в памяти)"
27636,сүпсүгүр,,0,verb,"суетиться, хлопотать над чем-либо"
27639,сүпсүй,,0,verb,"нарушать чей-либо покой, тревожить, мешать"
27640,сүпсүк,,0,noun,"беготня, большие хлопоты, суета"
27641,сүпсүк-сапсык,,0,noun,"неутихающая суета, непрекращающиеся мелкие хлопоты"
27654,сүпсээн,,0,noun,"беготня, хлопоты, разговоры"
27659,сүр,,1,noun,"внешнее проявление силы воли, духа человека (преимущество употребляется в притяж. ф.)"
27660,cүр,,2,noun,"примета, предвестник чего-либо (обычно о ""вещих"" снах)"
27663,сүргүй,,0,verb,"беспокоить кого-либо ночами, нарушать чей-либо покой"
27668,сүргүөхтээх,,0,adj,крючковатый
27670,сүргүччү,,0,adv,исподлобья (смотреть)
27671,сүргэ,,0,noun,"внутренний настрой, дух, душевное состояние"
27672,сүргэй,,0,verb,"разбрасывать, устраивать беспорядок (в поисках кого- чего-либо)"
27678,сүрдэн,,0,verb,"стать громче, усилиться (например, шум-гам, гомон)"
27679,сүрдээ,,0,verb,"не знать меры, перейти границы, выходить за пределы допустимого"
27680,сүрдээҕин,,0,adv,"так, чтобы сразу бросалось в глаза, заметно"
27681,сүрдээх,,1,adj,"страшный, ужасный"
27683,сүрдээх-кэптээх,,0,adj,"вызывающий страх, страшный"
27684,сүрдээхтик,,0,adv,"очень, сильно, безмерно"
27685,сүрдьүгэс,,0,noun,"длинная жердь, которая вставляется в прорубленные отверстия на столбах изгороди и используется в качестве входных ворот"
27687,сүртүүк,,0,noun,"длиннополое приталенное мужское пальто, сюртук"
27688,сүрүн,,1,noun,спинной мозг
27690,сүрүннүүр,,0,adj,"направляющий, организующий"
27694,сүрүннээ,,0,verb,"направлять, организовывать кого-, что-либо, руководить кем-, чем-либо"
27697,сүрүннээх,,0,adj,"придерживающийся одной определённой линии, направления"
27698,сүрүннээхтик,,0,adv,"придерживаясь одной определённой линии, направления"
27700,сүрэҕир,,0,verb,"выполнять какую-либо работу с большим желанием, энтузиазмом"
27702,сүрэҕэлдьэс,,0,adj,"ленивый, нерадивый"
27704,сүрэҕэлдьээ,,0,verb,"лениться, не иметь желания к работе, лентяйничать"
27705,сүрэҕэлдьээбиттии,,0,adv,"нехотя, без особого желания"
27708,сүрэх,,1,noun,сердце
27710,сүрэх-быар,,0,noun,"душа, состояние души"
27711,сүрэх-бэлэс,,0,noun,"позитивный настрой, трудолюбие"
27712,сүрэх-дууһа,,0,noun,"сознание, внутренний мир человека как единое целое с телом и душой"
27714,сүрэхтиҥи,,0,adj,"как сердце, на подобие сердца"
27715,сүрэхтэн,,1,verb,"проникнуться желанием работать, что-либо делать (так говорят о человеке, который раньше не отличался своим трудолюбием, был ленивцем)"
27716,сүрэхтэн,,2,verb,"пройти обряд крещения, обращаясь в христианскую веру"
27717,сүрэхтэн,,3,verb,"созревать, принимая округлую форму и становясь твёрдым (о кочане капусты)"
27718,сүрэхтэн-бэлэстэн,,0,verb,"неожиданно проникнуться желанием работать, проявить трудолюбие (о человеке, у которого раньше такого качества не наблюдалось)"
27722,сүрэхтэт,,2,verb,испытывать пристрастие к какой-либо определённой пище (о беременной женщине)
27724,сүрэхтээ,,0,verb,"совершать над кем-либо обряд крещения, крестить в церкви (например, ребёнка)"
27725,сүрэхтээһин,,0,noun,"крещение, приобщение к церкви"
27726,сүрэхтээх,,0,adj,"любящий трудиться, трудолюбивый"
27727,сүрэхтээхтик,,0,adv,"с усердием, усердно"
27729,сүстээх,,0,adj,"злобно-насмешливый, язвительный"
27730,сүһүй,,0,verb,"впитать, вобрать в себя"
27732,сүһүөҕүр,,0,verb,"находиться на стадии подъёма, упрочиться, укрепиться"
27733,сүһүөх,,1,noun,"подвижное соединение концов костей у человека, животных, сустав"
27734,сүһүөх,,2,noun,"большой деревянный короб из толстых досок наподобие ящика, предназначенный для хранения зерна в амбаре. –"
27736,сүһүөхтээ,,0,verb,отделить ногу животного от туши по коленному суставу
27738,сүһүөхтээх,,0,adj,"горбатый, с горбинкой (о носе)"
27739,сүһүр,,0,verb,"покраснеть, опухнуть (например, от яда, разных болезней, ушибов – о коже человека, животного, внутренних органах)"
27742,сүһүрдэр,,0,adj,отравляющий организм
27743,сүһүрт,,0,verb,причинять вред здоровью
27744,сүһүрүү,,0,noun,"заражение, воспаление, сопровождающееся припухлостью, краснотой поражённого участка и нагноением"
27746,сүһээ,,0,verb,"разделять, расчленять по суставам (конечности забитого скота, убитого зверя)"
27747,сүт,,0,verb,"пропадать, исчезать неизвестно куда (например, о предметах, вещах и так далее)"
27750,сүтүгүр,,0,verb,"терять, потерять что-либо"
27751,сүтүгэн,,0,adj,легко теряющийся
27752,сүтүк,,0,noun,"потеря, ущерб, убыток"
27753,сүтүктэн,,0,verb,"нести потери, понести ущерб"
27754,сүтүктээ,,0,verb,"обнаружить пропажу, потерю, отсутствие кого-, чего-либо"
27755,сүтүктээх,,0,noun,"тот, кто потерял кого-, что-либо"
27762,сүтэр,,0,verb,"лишаться чего-либо по небрежности, оставляя неизвестно где, терять что-либо"
27771,сүүгүн,,0,noun,"глухой шум, гул от множества голосов, разных звуков"
27773,сүүгүнэччи,,0,adv,"издавая глухой звук, шорох"
27774,сүүгүнээ,,0,verb,издавать глуховатый шум (о звуках доносящихся издалека)
27775,сүүгээн,,0,noun,"толки, слухи, досужие разговоры о чём-либо"
27776,сүүдүй,,1,verb,"тощать, сохнуть, становиться слабым, терять прежний вид (например, от нужды, болезни – о ком-либо)"
27777,сүүдүй,,2,verb,"чувствовать сильное влечение к кому-, чему-либо, чувствовать сильную тоску по кому-, чему-либо"
27781,сүүй,,1,verb,"выиграть в азартной игре (например, в картах)"
27786,сүүйсүүлээх,,0,adj,"азартный (например, игра, выигрыш которого зависит от случая)"
27788,сүүйтэр,,1,verb,"лишиться чего-либо в результате проигрыша, проиграть что-либо в азартной игре"
27789,сүүйтэр,,2,verb,"сильно худеть, сохнуть (например, от болезни)"
27790,сүүйтэригэс,,0,adj,остающийся постоянно в проигрыше (в азартных играх)
27792,сүүйтэриилээх,,0,adj,"проигрышный, неудачный (например, положение, ситуация в игре)"
27798,сүүйүүлээх,,0,adj,"дающий право на выигрыш, беспроигрышный (например, лотерея)"
27799,сүүйүүлээхтик,,0,adv,"с выгодой для себя, с прибылью"
27802,сүүл,,1,verb,"быть готовым к соитию, возбуждаться (о самцах диких, домашних животных, птиц)"
27803,сүүл,,2,verb,"греметь раскатисто по всему небу, громыхать (о громе)"
27804,сүүл,,3,noun,"готовность к соитию у самцов диких, домашних животных, птиц, возбуждение"
27805,сүүлүк,,0,noun,"жулик, мелкий мошенник"
27808,сүүлүктээ,,0,verb,"жульничать, мошенничать"
27809,сүүлүктээһин,,0,noun,"жульничество, мошенничество"
27812,сүүмэҕир,,0,verb,"быть, находиться вместе, слившись в единое целое, нарасти на чём-либо шапкой (например, снег, иней на ветках)"
27813,сүүмэр,,0,noun,"лучшая, отборная часть чего-либо, сливки (например, общества)"
27816,сүүмэрдээ,,0,verb,"отбирать, выбирать кого-, что-либо"
27817,сүүмэрдээһин,,0,noun,"отбор, выбор"
27818,сүүмэх,,1,noun,"пучок (например, волос)"
27819,сүүмэх,,2,noun,"гуща прокисшего молока, остающаяся после процеживания"
27820,сүүмэхтии,,0,adv,"пучками (например, держать)"
27822,сүүмэхтээ,,1,verb,"сложить, собрать что-либо (конский волос, волосы, траву и тому подобное) отдельными пучками"
27824,сүүнэ,,0,adj,"огромный, большой (по размеру, величине)"
27825,сүүнэкий,,0,adj,"очень большой, огромный (по объёму, размеру)"
27828,сүүнэтий,,0,verb,"становиться ещё более значимым, масштабным"
27829,сүүнэтик,,0,adv,"сильно, значительно"
27830,сүүр,,1,verb,"двигаться быстро, резко отталкиваясь от земли ногами, бежать"
27831,сүүр,,2,noun,"черпак для очистки прорубей ото льда, сак, ледень"
27834,сүүрбэлиитэ,,0,adv,по двадцать раз (делать что-либо)
27835,сүүрбэлээх,,0,adj,"двадцать лет от роду, двадцатилетний"
27842,сүүрбэччэлиитэ,,0,adv,приблизительно по двадцать раз
27843,сүүрбэччэлээх,,0,adj,находящийся в возрасте около двадцати лет
27844,сүүрбэччэтэ,,0,adv,"раз двадцать, около двадцати (например, о возрасте)"
27849,сүүрдэр,,0,adj,текущий
27852,сүүрдээ,,0,verb,"чистить, очищать черпаком лёд в проруби"
27856,сүүр-көт,,0,verb,"хлопотать, бегать, суетиться по какому-либо делу"
27859,сүүрүгүр,,0,verb,"течь или литься струёй, потоком"
27862,сүүрүк,,1,noun,"течение, поток воды"
27864,сүүрүктүү,,0,adv,"подобно течению, как течение"
27866,сүүрүктээ,,0,verb,"бежать, струиться"
27867,сүүрүктээх,,0,adj,"проточный, текучий, не стоячий"
27868,сүүрүҥүй,,0,adj,"недоваренный, с кровью (о мясе), всмятку (о яйце)"
27869,сүүрүҥүйдүк,,0,adv,"слегка недоваривая, всмятку (приготовить мясо, яйцо)"
27870,сүүрүҥүйдүҥү,,0,adj,"недоваренный, сыроватый, полусырой (например, о мясе)"
27871,сүүрүҥүйдүү,,0,adv,"полусырым, недоваренным (например, есть, кушать)"
27876,сүүрүүнэн,,0,adv,бегом
27878,сүүрэкэлэс,,2,adj,"бегающий, быстро меняющий направление взгляда (о глазах)"
27887,сүүрэлэс,,2,adj,"постоянно двигающийся, бегающий (например, о глазах, мышцах)"
27889,сүүрэлээ,,0,verb,быстро бегать туда-сюда
27891,сүүрэрэ,,0,noun,"нижняя часть бычьего хомута, ярмо"
27892,сүүрээн,,0,noun,"поток, течение реки, речки, направление такого потока, течения"
27894,сүүс,,1,noun,лоб
27899,сүүстэ,,0,adv,сто раз
27910,сүүтүк,,0,noun,напёрсток
27911,сүүтүктүү,,0,adv,"как напёрсток, подобно напёрстку"
27912,сыа,,0,noun,"жировое отложение в теле животных, человека, сало"
27913,сыа-арыы,,0,noun,"обобщающее слово, объединяющее животный жир, растительное и сливочное масло (употребляющиеся в пище)"
27914,сыабаччы,,0,adv,"спадая, сползая вниз"
27915,сыаҕай,,0,noun,"надкопытный сустав у животных, бабка"
27921,сыал,,0,noun,"предмет, в который необходимо попасть при стрельбе или метании, мишень"
27922,сыалаа,,0,verb,"отделять, отскребать сало, жир от мяса или от шкуры убитого животного, зверя, птицы"
27923,сыалаах,,0,adj,жирный
27924,сыалай,,0,adj,"целый, весь"
27925,сыалайдыы,,0,adv,"целиком, во всём объёме"
27926,сыалан,,0,verb,"жировать (например, о растениях), нагуливать жир (например, о карасе)"
27937,сыаллаа,,0,verb,"целиться, прицеливаться"
27940,сыалынай,,0,adj,цельный
27941,сыалыһар,,0,noun,налим
27942,сыалыһардаа,,0,verb,заниматься промыслом налима
27943,сыалыһардан,,0,verb,"разводиться, размножаться (о налиме)"
27946,сыалыһардьыт,,0,noun,"рыболов, который занимается ловлей налимов"
27947,сыамсах,,0,adj,"любящий полакомиться жиром, салом"
27948,сыана,,1,noun,"цена, стоимость чего-либо (например, продуктов, товара)"
27950,сыанабыл,,0,noun,"оценка кого-, чего-либо"
27951,сыаналаа,,0,verb,"определять стоимость чего-либо, оценивать что-либо"
27953,сыаналаах,,0,adj,"дорогой, дорогостоящий, ценный"
27958,сыанаһыт,,0,noun,оценщик
27959,сыандара,,0,noun,"режущий вращающийся инструмент для получения круглых отверстий, центровка"
27961,сыап,,0,noun,"ряд металлических звеньев, продетых одно в другое, цепь"
27962,сыаптаа,,0,verb,"посадить на цепь, заковать кого-, что-либо"
27963,сыаптаах,,0,adj,"сидящий на цепи, висящий на цепочке"
27967,сыарҕа,,0,noun,сани
27968,сыарҕалаа,,0,verb,"запрягать в сани (например, коня, быка, оленя)"
27970,сыарҕаһыт,,0,noun,хорошая (выносливая и быстрая) ездовая лошадь или собака
27971,сыатый,,0,verb,"покрыться слоем жира, ожиреть"
27972,сыатыйыы,,0,noun,ожирение
27973,сыах,,0,noun,цех
27975,сыба,,0,adv,"плотно, вплотную (положить, подойти)"
27976,сыбаа,,0,verb,"покрыть что-либо чем-либо липким, вязким, обмазать"
27977,сыбаабыра,,0,noun,швабра
27978,сыбаайа,,0,noun,свая
27979,сыбаайба,,0,noun,свадьба
27980,сыбаайбалаа,,0,verb,справлять свадьбу
27983,сыбаалка,,0,noun,свалка
27984,сыбааллаа,,0,verb,"беспорядочно сваливать одно на другое, громоздить"
27985,сыбаарка,,0,noun,сварка
27986,сыбааһын,,0,noun,"мазанье, обмазка руками или лопатой чего-либо чем-либо липким, вязким"
27987,сыбаат,,0,noun,сват
27988,сыбааттаа,,0,verb,сватать
27990,сыбааттас,,0,verb,свататься
27993,сыбар,,0,noun,непроходимая чаща
27996,сыбах,,1,noun,"глина или навоз, которыми обмазывают хлев, юрту, дом"
27997,сыбах,,2,noun,ствол дерева. (
28003,сыбдыкыс гын,,0,verb,"легко, бесшумно и резко метнуться вперёд"
28013,сыбдыччы,,0,adv,"легко, быстро и бесшумно (ходить)"
28020,сыбыгыр,,0,adj,"быстро и легко двигающийся, подвижный"
28027,сыбыгырас,,2,adj,издающий быстрые лёгкие звуки
28029,сыбыгыраччы,,0,adv,"быстро, проворно, без задержки, без запинки"
28030,сыбыдах,,0,adj,"неосёдланный, незапряжённый"
28031,сыбыдахтаа,,0,verb,"расседлать, распрячь (коня, быка, оленя)"
28035,сыбыдахтыы,,0,adv,"не оседлая, не запрягая (садиться на быка, коня)"
28036,сыбыдыал,,0,adj,"тонкое, гладкоствольное и прямое (преимущество о молодом дереве)"
28041,сыбырҕас,,0,adj,отрывистый и свистящий (звук)
28042,сыбырҕат,,0,verb,"делать что-либо с л¸гким отрывистым свистящим звуком (например, косить траву)"
28044,сыбырҕаччы,,0,adv,издавая отрывистые свистящие звуки
28047,сыбыытаа,,0,verb,зачастить куда-либо
28050,сыгаан,,1,noun,цыган
28051,сыгаан,,2,noun,"издевательство, злая насмешка"
28052,сыгааннаа,,0,verb,"дразнить кого-либо, издеваться, тешиться, насмехаться над кем-либо"
28053,сыгааннар,,0,noun,цыгане
28054,сыгаанныҥы,,0,adj,"как цыган, похожий на цыгана, цыганистый"
28058,сыгаара,,0,noun,сигара
